"","seqnames","start","end","width","strand"
"4271","chr1",3937101,3937176,76,"*"
"4272","chr1",3937530,3937697,168,"*"
"4273","chr1",3937820,3937827,8,"*"
"4274","chr1",3937831,3937838,8,"*"
"4275","chr1",3937887,3937908,22,"*"
"4276","chr1",3937981,3941718,3738,"*"
"4277","chr1",3941777,3941829,53,"*"
"4278","chr1",3941974,3941989,16,"*"
"4279","chr1",3942027,3942049,23,"*"
"4280","chr1",3942171,3942171,1,"*"
"4281","chr1",3942273,3942278,6,"*"
"4282","chr1",3942385,3950845,8461,"*"
"4283","chr1",3950881,3950881,1,"*"
"4284","chr1",3950883,3950898,16,"*"
"4285","chr1",3950936,3950937,2,"*"
"4286","chr1",3950939,3950989,51,"*"
"4287","chr1",3951126,3951137,12,"*"
"4288","chr1",3951432,3953253,1822,"*"
"4289","chr1",3953312,3954200,889,"*"
"4290","chr1",3954205,3954206,2,"*"
"4291","chr1",3954217,3959277,5061,"*"
"4292","chr1",3959411,3959411,1,"*"
"4293","chr1",3959514,3959529,16,"*"
"4294","chr1",3959585,3960430,846,"*"
"4295","chr1",3960735,3961576,842,"*"
"4296","chr1",3961681,3961686,6,"*"
"4297","chr1",3961880,3962426,547,"*"
"4298","chr1",3962607,3962612,6,"*"
"4299","chr1",3962735,3962809,75,"*"
"4300","chr1",3962898,3962898,1,"*"
"4301","chr1",3962902,3962939,38,"*"
"4302","chr1",3963114,3965102,1989,"*"
"4303","chr1",3965151,3965173,23,"*"
"4304","chr1",3965311,3973213,7903,"*"
"4305","chr1",3973220,3973373,154,"*"
"4306","chr1",3973447,3973503,57,"*"
"4307","chr1",3973705,3974247,543,"*"
"4308","chr1",3974411,3974444,34,"*"
"4309","chr1",3974546,3974842,297,"*"
"4310","chr1",3974864,3974868,5,"*"
"4311","chr1",3974871,3974895,25,"*"
"4312","chr1",3975027,3975057,31,"*"
"4313","chr1",3975193,3980237,5045,"*"
"4314","chr1",3980321,3980488,168,"*"
"4315","chr1",3980576,3983834,3259,"*"
"4316","chr1",3984084,3985375,1292,"*"
"4317","chr1",3985549,3985564,16,"*"
"4318","chr1",3985568,3985569,2,"*"
"4319","chr1",3985573,3985593,21,"*"
"4320","chr1",3985765,3985787,23,"*"
"4321","chr1",3985815,3985839,25,"*"
"4322","chr1",3986189,3988794,2606,"*"
"4323","chr1",3989090,3989658,569,"*"
"4324","chr1",3989707,3989820,114,"*"
"4325","chr1",3989835,3989952,118,"*"
"4326","chr1",3990025,3990117,93,"*"
"4327","chr1",3990202,3990258,57,"*"
"4328","chr1",3990337,3990414,78,"*"
"4329","chr1",3990456,3990676,221,"*"
"4330","chr1",3990742,3990972,231,"*"
"4331","chr1",3991022,3991517,496,"*"
"4332","chr1",3991545,3991568,24,"*"
"4333","chr1",3991570,3991572,3,"*"
"4334","chr1",3991715,3991722,8,"*"
"4335","chr1",3991813,3994629,2817,"*"
"4336","chr1",3994652,3994670,19,"*"
"4337","chr1",3994693,3997674,2982,"*"
"4338","chr1",3997704,3997804,101,"*"
"4339","chr1",3997853,3997959,107,"*"
"4340","chr1",3997985,3999075,1091,"*"
"4341","chr1",3999163,3999179,17,"*"
"4342","chr1",3999221,3999250,30,"*"
"4343","chr1",3999372,3999555,184,"*"
"4344","chr1",3999950,4000484,535,"*"
"4345","chr1",4000507,4003168,2662,"*"
"4346","chr1",4003274,4003313,40,"*"
"4347","chr1",4003479,4003527,49,"*"
"4348","chr1",4003541,4003555,15,"*"
"4349","chr1",4003638,4003673,36,"*"
"4350","chr1",4003742,4003751,10,"*"
"4351","chr1",4003754,4003754,1,"*"
"4352","chr1",4003823,4003878,56,"*"
"4353","chr1",4003941,4005810,1870,"*"
"4354","chr1",4006130,4007167,1038,"*"
"4355","chr1",4007199,4007278,80,"*"
"4356","chr1",4007625,4007644,20,"*"
"4357","chr1",4007693,4007787,95,"*"
"4358","chr1",4007833,4008582,750,"*"
"4359","chr1",4008747,4011563,2817,"*"
"4360","chr1",4011889,4012037,149,"*"
"4361","chr1",4012048,4012172,125,"*"
"4362","chr1",4012192,4012474,283,"*"
"4363","chr1",4012518,4013281,764,"*"
"4364","chr1",4013515,4013538,24,"*"
"4365","chr1",4013544,4013548,5,"*"
"4366","chr1",4013550,4014003,454,"*"
"4367","chr1",4014079,4014079,1,"*"
"4368","chr1",4014317,4015090,774,"*"
"4369","chr1",4015207,4015313,107,"*"
"4370","chr1",4015325,4015443,119,"*"
"4371","chr1",4015761,4016847,1087,"*"
"4372","chr1",4017153,4018292,1140,"*"
"4373","chr1",4018303,4022165,3863,"*"
"4374","chr1",4022214,4024822,2609,"*"
"4375","chr1",4024883,4025170,288,"*"
"4376","chr1",4025258,4025755,498,"*"
"4377","chr1",4025813,4026230,418,"*"
"4378","chr1",4026232,4026402,171,"*"
"4379","chr1",4026756,4028015,1260,"*"
"4380","chr1",4028050,4029849,1800,"*"
"4381","chr1",4029877,4030039,163,"*"
"4382","chr1",4030071,4030468,398,"*"
"4383","chr1",4030788,4031998,1211,"*"
"4384","chr1",4032048,4033649,1602,"*"
"4385","chr1",4033760,4034836,1077,"*"
"4386","chr1",4034839,4034941,103,"*"
"4387","chr1",4034991,4034991,1,"*"
"4388","chr1",4034993,4035056,64,"*"
"4389","chr1",4035101,4035309,209,"*"
"4390","chr1",4035315,4035414,100,"*"
"4391","chr1",4035431,4035540,110,"*"
"4392","chr1",4035563,4035567,5,"*"
"4393","chr1",4035571,4035924,354,"*"
"4394","chr1",4035984,4036085,102,"*"
"4395","chr1",4036173,4036199,27,"*"
"4396","chr1",4036258,4036305,48,"*"
"4397","chr1",4036372,4036415,44,"*"
"4398","chr1",4036474,4036630,157,"*"
"4399","chr1",4036671,4036780,110,"*"
"4400","chr1",4036784,4036788,5,"*"
"4401","chr1",4036821,4037077,257,"*"
"4402","chr1",4037135,4037137,3,"*"
"4403","chr1",4037141,4037151,11,"*"
"4404","chr1",4037153,4037154,2,"*"
"4405","chr1",4037189,4037273,85,"*"
"4406","chr1",4037365,4037453,89,"*"
"4407","chr1",4037459,4037461,3,"*"
"4408","chr1",4037463,4037467,5,"*"
"4409","chr1",4037475,4037477,3,"*"
"4410","chr1",4037479,4037482,4,"*"
"4411","chr1",4037638,4037773,136,"*"
"4412","chr1",4037819,4038166,348,"*"
"4413","chr1",4038174,4038245,72,"*"
"4414","chr1",4038368,4038387,20,"*"
"4415","chr1",4038592,4038601,10,"*"
"4416","chr1",4038615,4038621,7,"*"
"4417","chr1",4038625,4038638,14,"*"
"4418","chr1",4038674,4038675,2,"*"
"4419","chr1",4038679,4038756,78,"*"
"4420","chr1",4038802,4038819,18,"*"
"4421","chr1",4038955,4038975,21,"*"
"4422","chr1",4039246,4039266,21,"*"
"4423","chr1",4039352,4039655,304,"*"
"4424","chr1",4039665,4039714,50,"*"
"4425","chr1",4039757,4039761,5,"*"
"4426","chr1",4039867,4040001,135,"*"
"4427","chr1",4040960,4040960,1,"*"
"4428","chr1",4040962,4041015,54,"*"
"4429","chr1",4041886,4041902,17,"*"
"4430","chr1",4043201,4043753,553,"*"
"4431","chr1",4043823,4043847,25,"*"
"4432","chr1",4044224,4044231,8,"*"
"4433","chr1",4044235,4044236,2,"*"
"4434","chr1",4044249,4045121,873,"*"
"4435","chr1",4045161,4045224,64,"*"
"4436","chr1",4045256,4045300,45,"*"
"4437","chr1",4045361,4045434,74,"*"
"4438","chr1",4045460,4047483,2024,"*"
"4439","chr1",4047529,4047545,17,"*"
"4440","chr1",4047584,4047924,341,"*"
"4441","chr1",4047947,4049745,1799,"*"
"4442","chr1",4049831,4049832,2,"*"
"4443","chr1",4049839,4049840,2,"*"
"4444","chr1",4049845,4049845,1,"*"
"4445","chr1",4049862,4049862,1,"*"
"4446","chr1",4049866,4049866,1,"*"
"4447","chr1",4049877,4049920,44,"*"
"4448","chr1",4049949,4049951,3,"*"
"4449","chr1",4049954,4050403,450,"*"
"4450","chr1",4050490,4050507,18,"*"
"4451","chr1",4050519,4050519,1,"*"
"4452","chr1",4050606,4050694,89,"*"
"4453","chr1",4050890,4050892,3,"*"
"4454","chr1",4051028,4051820,793,"*"
"4455","chr1",4051853,4051987,135,"*"
"4456","chr1",4052497,4052498,2,"*"
"4457","chr1",4052500,4052500,1,"*"
"4458","chr1",4052504,4052508,5,"*"
"4459","chr1",4052510,4052513,4,"*"
"4460","chr1",4052517,4052517,1,"*"
"4461","chr1",4052658,4054366,1709,"*"
"4462","chr1",4054659,4056174,1516,"*"
"4463","chr1",4056234,4056278,45,"*"
"4464","chr1",4056328,4059625,3298,"*"
"4465","chr1",4060187,4064173,3987,"*"
"4466","chr1",4067648,4069964,2317,"*"
"4467","chr1",4070001,4073572,3572,"*"
"4468","chr1",4073660,4073696,37,"*"
"4469","chr1",4073898,4077228,3331,"*"
"4470","chr1",4078867,4079103,237,"*"
"4471","chr1",4079183,4079199,17,"*"
"4472","chr1",4079397,4079556,160,"*"
"4473","chr1",4079642,4079687,46,"*"
"4474","chr1",4079729,4079796,68,"*"
"4475","chr1",4079839,4080752,914,"*"
"4476","chr1",4080831,4080901,71,"*"
"4477","chr1",4080903,4080905,3,"*"
"4478","chr1",4080966,4086794,5829,"*"
"4479","chr1",4086796,4086797,2,"*"
"4480","chr1",4086804,4087384,581,"*"
"4481","chr1",4087404,4087907,504,"*"
"4482","chr1",4087959,4087995,37,"*"
"4483","chr1",4088024,4092385,4362,"*"
"4484","chr1",4092609,4092995,387,"*"
"4485","chr1",4093026,4093197,172,"*"
"4486","chr1",4093296,4093341,46,"*"
"4487","chr1",4093405,4095066,1662,"*"
"4488","chr1",4095409,4097714,2306,"*"
"4489","chr1",4097778,4097795,18,"*"
"4490","chr1",4098005,4099241,1237,"*"
"4491","chr1",4099249,4099274,26,"*"
"4492","chr1",4099553,4099656,104,"*"
"4493","chr1",4099709,4099715,7,"*"
"4494","chr1",4099717,4099722,6,"*"
"4495","chr1",4100482,4102541,2060,"*"
"4496","chr1",4104626,4104628,3,"*"
"4497","chr1",4104633,4104668,36,"*"
"4498","chr1",4104792,4104807,16,"*"
"4499","chr1",4104831,4104835,5,"*"
"4500","chr1",4104984,4105013,30,"*"
"4501","chr1",4105105,4107976,2872,"*"
"4502","chr1",4108090,4116058,7969,"*"
"4503","chr1",4116073,4116784,712,"*"
"4504","chr1",4117023,4123924,6902,"*"
"4505","chr1",4123984,4124002,19,"*"
"4506","chr1",4124234,4124234,1,"*"
"4507","chr1",4124238,4124407,170,"*"
"4508","chr1",4124516,4124516,1,"*"
"4509","chr1",4124519,4124529,11,"*"
"4510","chr1",4124582,4124595,14,"*"
"4511","chr1",4124736,4125468,733,"*"
"4512","chr1",4125776,4125836,61,"*"
"4513","chr1",4125867,4128254,2388,"*"
"4514","chr1",4128313,4129218,906,"*"
"4515","chr1",4129440,4129878,439,"*"
"4516","chr1",4129895,4132406,2512,"*"
"4517","chr1",4132438,4135767,3330,"*"
"4518","chr1",4136966,4138738,1773,"*"
"4519","chr1",4138788,4142388,3601,"*"
"4520","chr1",4142678,4144264,1587,"*"
"4521","chr1",4144939,4144940,2,"*"
"4522","chr1",4144947,4146741,1795,"*"
"4523","chr1",4146841,4148053,1213,"*"
"4524","chr1",4148289,4148301,13,"*"
"4525","chr1",4148349,4151361,3013,"*"
"4526","chr1",4151667,4151789,123,"*"
"4527","chr1",4152028,4152038,11,"*"
"4528","chr1",4152108,4154872,2765,"*"
"4529","chr1",4155004,4155009,6,"*"
"4530","chr1",4155011,4155038,28,"*"
"4531","chr1",4155149,4155157,9,"*"
"4532","chr1",4155367,4155444,78,"*"
"4533","chr1",4155521,4155767,247,"*"
"4534","chr1",4155923,4155954,32,"*"
"4535","chr1",4155987,4157316,1330,"*"
"4536","chr1",4157606,4158507,902,"*"
"4537","chr1",4158526,4158586,61,"*"
"4538","chr1",4158647,4158653,7,"*"
"4539","chr1",4158656,4159941,1286,"*"
"4540","chr1",4160284,4160615,332,"*"
"4541","chr1",4160641,4160885,245,"*"
"4542","chr1",4161216,4161622,407,"*"
"4543","chr1",4161720,4162651,932,"*"
"4544","chr1",4162909,4162921,13,"*"
"4545","chr1",4163115,4163163,49,"*"
"4546","chr1",4163165,4163191,27,"*"
"4547","chr1",4163260,4163315,56,"*"
"4548","chr1",4163409,4168071,4663,"*"
"4549","chr1",4168112,4168164,53,"*"
"4550","chr1",4168210,4169741,1532,"*"
"4551","chr1",4170023,4170191,169,"*"
"4552","chr1",4170213,4175438,5226,"*"
"4553","chr1",4175488,4176709,1222,"*"
"4554","chr1",4176761,4178035,1275,"*"
"4555","chr1",4178502,4179539,1038,"*"
"4556","chr1",4179584,4179595,12,"*"
"4557","chr1",4179597,4179600,4,"*"
"4558","chr1",4179720,4180967,1248,"*"
"4559","chr1",4181185,4181197,13,"*"
"4560","chr1",4181427,4181432,6,"*"
"4561","chr1",4181493,4181511,19,"*"
"4562","chr1",4181613,4181619,7,"*"
"4563","chr1",4181708,4181750,43,"*"
"4564","chr1",4181752,4181761,10,"*"
"4565","chr1",4181894,4181925,32,"*"
"4566","chr1",4181948,4181948,1,"*"
"4567","chr1",4181950,4181950,1,"*"
"4568","chr1",4181952,4182271,320,"*"
"4569","chr1",4182326,4182377,52,"*"
"4570","chr1",4182474,4182558,85,"*"
"4571","chr1",4182580,4182680,101,"*"
"4572","chr1",4182839,4182853,15,"*"
"4573","chr1",4183010,4183090,81,"*"
"4574","chr1",4183283,4183323,41,"*"
"4575","chr1",4183408,4183601,194,"*"
"4576","chr1",4183656,4183688,33,"*"
"4577","chr1",4183765,4183865,101,"*"
"4578","chr1",4184006,4184006,1,"*"
"4579","chr1",4184018,4184033,16,"*"
"4580","chr1",4184035,4184035,1,"*"
"4581","chr1",4184608,4184612,5,"*"
"4582","chr1",4184640,4184659,20,"*"
"4583","chr1",4184989,4185035,47,"*"
"4584","chr1",4185177,4185188,12,"*"
"4585","chr1",4185492,4185519,28,"*"
"4586","chr1",4186023,4186048,26,"*"
"4587","chr1",4186421,4186482,62,"*"
"4588","chr1",4186654,4186722,69,"*"
"4589","chr1",4187199,4187223,25,"*"
"4590","chr1",4187452,4187609,158,"*"
"4591","chr1",4187724,4187794,71,"*"
"4592","chr1",4187818,4188309,492,"*"
"4593","chr1",4188312,4188312,1,"*"
"4594","chr1",4188328,4188499,172,"*"
"4595","chr1",4188545,4188545,1,"*"
"4596","chr1",4188547,4188564,18,"*"
"4597","chr1",4188805,4189068,264,"*"
"4598","chr1",4189090,4189992,903,"*"
"4599","chr1",4190000,4192164,2165,"*"
"4600","chr1",4192281,4193361,1081,"*"
"4601","chr1",4193441,4193771,331,"*"
"4602","chr1",4193806,4195788,1983,"*"
"4603","chr1",4195798,4195896,99,"*"
"4604","chr1",4196144,4196566,423,"*"
"4605","chr1",4196649,4196654,6,"*"
"4606","chr1",4196664,4196669,6,"*"
"4607","chr1",4196671,4196671,1,"*"
"4608","chr1",4196678,4196960,283,"*"
"4609","chr1",4196963,4196971,9,"*"
"4610","chr1",4197079,4197097,19,"*"
"4611","chr1",4197145,4197490,346,"*"
"4612","chr1",4197641,4198298,658,"*"
"4613","chr1",4198378,4198480,103,"*"
"4614","chr1",4198496,4198715,220,"*"
"4615","chr1",4198841,4198841,1,"*"
"4616","chr1",4198854,4198875,22,"*"
"4617","chr1",4198940,4198982,43,"*"
"4618","chr1",4199008,4199205,198,"*"
"4619","chr1",4199230,4199270,41,"*"
"4620","chr1",4199308,4199326,19,"*"
"4621","chr1",4199330,4199330,1,"*"
"4622","chr1",4199332,4199332,1,"*"
"4623","chr1",4199517,4199772,256,"*"
"4624","chr1",4199867,4200113,247,"*"
"4625","chr1",4200164,4200929,766,"*"
"4626","chr1",4200971,4202182,1212,"*"
"4627","chr1",4202258,4202506,249,"*"
"4628","chr1",4202540,4202541,2,"*"
"4629","chr1",4202548,4206074,3527,"*"
"4630","chr1",4206088,4208117,2030,"*"
"4631","chr1",4208160,4208241,82,"*"
"4632","chr1",4208291,4208310,20,"*"
"4633","chr1",4208383,4209723,1341,"*"
"4634","chr1",4209833,4209910,78,"*"
"4635","chr1",4209959,4210096,138,"*"
"4636","chr1",4210145,4211137,993,"*"
"4637","chr1",4211451,4212318,868,"*"
"4638","chr1",4212368,4212368,1,"*"
"4639","chr1",4212370,4212408,39,"*"
"4640","chr1",4212703,4212819,117,"*"
"4641","chr1",4212848,4212863,16,"*"
"4642","chr1",4212921,4214044,1124,"*"
"4643","chr1",4214291,4214292,2,"*"
"4644","chr1",4214395,4214419,25,"*"
"4645","chr1",4214455,4214482,28,"*"
"4646","chr1",4214512,4214847,336,"*"
"4647","chr1",4214889,4215836,948,"*"
"4648","chr1",4216225,4216234,10,"*"
"4649","chr1",4216353,4219426,3074,"*"
"4650","chr1",4219699,4221816,2118,"*"
"4651","chr1",4221867,4221908,42,"*"
"4652","chr1",4222112,4223976,1865,"*"
"4653","chr1",4224301,4225406,1106,"*"
"4654","chr1",4225615,4225643,29,"*"
"4655","chr1",4225696,4226152,457,"*"
"4656","chr1",4226195,4226197,3,"*"
"4657","chr1",4226199,4226200,2,"*"
"4658","chr1",4226207,4226208,2,"*"
"4659","chr1",4226474,4227034,561,"*"
"4660","chr1",4227333,4228345,1013,"*"
"4661","chr1",4228447,4229146,700,"*"
"4662","chr1",4229259,4229304,46,"*"
"4663","chr1",4229336,4229403,68,"*"
"4664","chr1",4229444,4229550,107,"*"
"4665","chr1",4229598,4229615,18,"*"
"4666","chr1",4229741,4230184,444,"*"
"4667","chr1",4230479,4230892,414,"*"
"4668","chr1",4231009,4231010,2,"*"
"4669","chr1",4231017,4231024,8,"*"
"4670","chr1",4231048,4231051,4,"*"
"4671","chr1",4231086,4231099,14,"*"
"4672","chr1",4231128,4231153,26,"*"
"4673","chr1",4231201,4232379,1179,"*"
"4674","chr1",4232702,4234981,2280,"*"
"4675","chr1",4235011,4235443,433,"*"
"4676","chr1",4235613,4238412,2800,"*"
"4677","chr1",4238488,4238546,59,"*"
"4678","chr1",4238555,4238558,4,"*"
"4679","chr1",4238560,4239006,447,"*"
"4680","chr1",4239077,4239161,85,"*"
"4681","chr1",4239242,4239246,5,"*"
"4682","chr1",4239249,4239251,3,"*"
"4683","chr1",4239303,4240267,965,"*"
"4684","chr1",4240269,4240566,298,"*"
"4685","chr1",4240569,4241096,528,"*"
"4686","chr1",4241165,4241171,7,"*"
"4687","chr1",4241174,4241194,21,"*"
"4688","chr1",4241196,4241197,2,"*"
"4689","chr1",4241199,4241200,2,"*"
"4690","chr1",4241203,4241203,1,"*"
"4691","chr1",4241436,4243451,2016,"*"
"4692","chr1",4243475,4244334,860,"*"
"4693","chr1",4244359,4244359,1,"*"
"4694","chr1",4247138,4251600,4463,"*"
"4695","chr1",4251908,4252559,652,"*"
"4696","chr1",4252673,4252758,86,"*"
"4697","chr1",4252807,4252913,107,"*"
"4698","chr1",4252922,4252922,1,"*"
"4699","chr1",4252931,4253531,601,"*"
"4700","chr1",4253850,4257030,3181,"*"
"4701","chr1",4257098,4257755,658,"*"
"4702","chr1",4257872,4258140,269,"*"
"4703","chr1",4258161,4258223,63,"*"
"4704","chr1",4258328,4258495,168,"*"
"4705","chr1",4258546,4258547,2,"*"
"4706","chr1",4258622,4261136,2515,"*"
"4707","chr1",4261174,4262407,1234,"*"
"4708","chr1",4262412,4262413,2,"*"
"4709","chr1",4262439,4262446,8,"*"
"4710","chr1",4262448,4262450,3,"*"
"4711","chr1",4262454,4264219,1766,"*"
"4712","chr1",4264277,4269181,4905,"*"
"4713","chr1",4269201,4269759,559,"*"
"4714","chr1",4269963,4274075,4113,"*"
"4715","chr1",4274466,4274471,6,"*"
"4716","chr1",4274542,4277224,2683,"*"
"4717","chr1",4277264,4278604,1341,"*"
"4718","chr1",4278684,4283029,4346,"*"
"4719","chr1",4283059,4283076,18,"*"
"4720","chr1",4283319,4284590,1272,"*"
"4721","chr1",4284598,4284636,39,"*"
"4722","chr1",4284654,4284731,78,"*"
"4723","chr1",4284733,4284874,142,"*"
"4724","chr1",4284917,4284923,7,"*"
"4725","chr1",4284927,4284929,3,"*"
"4726","chr1",4284933,4284942,10,"*"
"4727","chr1",4284985,4285051,67,"*"
"4728","chr1",4285208,4286010,803,"*"
"4729","chr1",4286028,4286366,339,"*"
"4730","chr1",4286400,4286400,1,"*"
"4731","chr1",4286404,4286545,142,"*"
"4732","chr1",4286615,4286736,122,"*"
"4733","chr1",4286775,4286828,54,"*"
"4734","chr1",4286958,4287119,162,"*"
"4735","chr1",4287219,4287360,142,"*"
"4736","chr1",4287426,4287427,2,"*"
"4737","chr1",4287436,4287920,485,"*"
"4738","chr1",4287982,4288361,380,"*"
"4739","chr1",4288438,4288508,71,"*"
"4740","chr1",4288515,4288974,460,"*"
"4741","chr1",4288998,4289111,114,"*"
"4742","chr1",4289130,4289276,147,"*"
"4743","chr1",4289281,4289286,6,"*"
"4744","chr1",4289290,4289333,44,"*"
"4745","chr1",4289381,4289387,7,"*"
"4746","chr1",4289391,4289546,156,"*"
"4747","chr1",4289580,4295950,6371,"*"
"4748","chr1",4296027,4296078,52,"*"
"4749","chr1",4296193,4296251,59,"*"
"4750","chr1",4296484,4296487,4,"*"
"4751","chr1",4296489,4296492,4,"*"
"4752","chr1",4296605,4296764,160,"*"
"4753","chr1",4297031,4301878,4848,"*"
"4754","chr1",4301981,4302918,938,"*"
"4755","chr1",4303327,4304580,1254,"*"
"4756","chr1",4304626,4306279,1654,"*"
"4757","chr1",4306390,4306521,132,"*"
"4758","chr1",4306583,4308511,1929,"*"
"4759","chr1",4308533,4309209,677,"*"
"4760","chr1",4309581,4311222,1642,"*"
"4761","chr1",4311351,4311365,15,"*"
"4762","chr1",4311469,4312862,1394,"*"
"4763","chr1",4312897,4313553,657,"*"
"4764","chr1",4313597,4313795,199,"*"
"4765","chr1",4313816,4313904,89,"*"
"4766","chr1",4313930,4314174,245,"*"
"4767","chr1",4314227,4314311,85,"*"
"4768","chr1",4314357,4314419,63,"*"
"4769","chr1",4314613,4314788,176,"*"
"4770","chr1",4314839,4314845,7,"*"
"4771","chr1",4314852,4314942,91,"*"
"4772","chr1",4314948,4314948,1,"*"
"4773","chr1",4314950,4315047,98,"*"
"4774","chr1",4315061,4315062,2,"*"
"4775","chr1",4315069,4315069,1,"*"
"4776","chr1",4315072,4315073,2,"*"
"4777","chr1",4315076,4318341,3266,"*"
"4778","chr1",4318468,4318512,45,"*"
"4779","chr1",4318551,4318565,15,"*"
"4780","chr1",4318832,4318877,46,"*"
"4781","chr1",4318899,4321304,2406,"*"
"4782","chr1",4321361,4321367,7,"*"
"4783","chr1",4321381,4321383,3,"*"
"4784","chr1",4321386,4321390,5,"*"
"4785","chr1",4321420,4321454,35,"*"
"4786","chr1",4321456,4321457,2,"*"
"4787","chr1",4321521,4323384,1864,"*"
"4788","chr1",4323404,4325342,1939,"*"
"4789","chr1",4325424,4325714,291,"*"
"4790","chr1",4325733,4325987,255,"*"
"4791","chr1",4326318,4327027,710,"*"
"4792","chr1",4327254,4327432,179,"*"
"4793","chr1",4327434,4327447,14,"*"
"4794","chr1",4327449,4329933,2485,"*"
"4795","chr1",4329960,4331687,1728,"*"
"4796","chr1",4332170,4332336,167,"*"
"4797","chr1",4333616,4336454,2839,"*"
"4798","chr1",4336871,4338705,1835,"*"
"4799","chr1",4338728,4341030,2303,"*"
"4800","chr1",4341141,4341169,29,"*"
"4801","chr1",4341251,4343422,2172,"*"
"4802","chr1",4343680,4346281,2602,"*"
"4803","chr1",4346286,4346286,1,"*"
"4804","chr1",4346288,4348516,2229,"*"
"4805","chr1",4348559,4348727,169,"*"
"4806","chr1",4348961,4349608,648,"*"
"4807","chr1",4349706,4349712,7,"*"
"4808","chr1",4349812,4349834,23,"*"
"4809","chr1",4350104,4350185,82,"*"
"4810","chr1",4350291,4350295,5,"*"
"4811","chr1",4350298,4350300,3,"*"
"4812","chr1",4350302,4351956,1655,"*"
"4813","chr1",4352016,4352038,23,"*"
"4814","chr1",4352576,4353530,955,"*"
"4815","chr1",4353574,4357086,3513,"*"
"4816","chr1",4357169,4357201,33,"*"
"4817","chr1",4357224,4359823,2600,"*"
"4818","chr1",4359906,4364324,4419,"*"
"4819","chr1",4364826,4364927,102,"*"
"4820","chr1",4364939,4364943,5,"*"
"4821","chr1",4364946,4364957,12,"*"
"4822","chr1",4365045,4368917,3873,"*"
"4823","chr1",4368944,4368962,19,"*"
"4824","chr1",4369735,4372691,2957,"*"
"4825","chr1",4372712,4372846,135,"*"
"4826","chr1",4372898,4373035,138,"*"
"4827","chr1",4373071,4373071,1,"*"
"4828","chr1",4373073,4373104,32,"*"
"4829","chr1",4373142,4373152,11,"*"
"4830","chr1",4373263,4373617,355,"*"
"4831","chr1",4373673,4373947,275,"*"
"4832","chr1",4373981,4376187,2207,"*"
"4833","chr1",4376476,4376478,3,"*"
"4834","chr1",4376515,4376647,133,"*"
"4835","chr1",4376717,4376717,1,"*"
"4836","chr1",4376719,4378721,2003,"*"
"4837","chr1",4378784,4379001,218,"*"
"4838","chr1",4379088,4380260,1173,"*"
"4839","chr1",4380461,4380481,21,"*"
"4840","chr1",4380515,4381135,621,"*"
"4841","chr1",4381180,4381212,33,"*"
"4842","chr1",4381272,4381343,72,"*"
"4843","chr1",4381565,4381621,57,"*"
"4844","chr1",4381716,4381759,44,"*"
"4845","chr1",4381861,4381879,19,"*"
"4846","chr1",4382156,4382511,356,"*"
"4847","chr1",4382632,4382765,134,"*"
"4848","chr1",4382788,4385099,2312,"*"
"4849","chr1",4385166,4385357,192,"*"
"4850","chr1",4385410,4386276,867,"*"
"4851","chr1",4386281,4386283,3,"*"
"4852","chr1",4386288,4386291,4,"*"
"4853","chr1",4386331,4391572,5242,"*"
"4854","chr1",4391612,4391765,154,"*"
"4855","chr1",4391898,4392100,203,"*"
"4856","chr1",4392123,4393173,1051,"*"
"4857","chr1",4393208,4398494,5287,"*"
"4858","chr1",4398576,4402474,3899,"*"
"4859","chr1",4402484,4402675,192,"*"
"4860","chr1",4402768,4404169,1402,"*"
"4861","chr1",4404305,4404310,6,"*"
"4862","chr1",4404425,4404469,45,"*"
"4863","chr1",4404571,4404595,25,"*"
"4864","chr1",4404672,4407325,2654,"*"
"4865","chr1",4407509,4407510,2,"*"
"4866","chr1",4407513,4407563,51,"*"
"4867","chr1",4407617,4410530,2914,"*"
"4868","chr1",4410547,4410725,179,"*"
"4869","chr1",4410824,4411192,369,"*"
"4870","chr1",4411209,4411770,562,"*"
"4871","chr1",4411776,4411776,1,"*"
"4872","chr1",4411778,4411778,1,"*"
"4873","chr1",4411781,4411789,9,"*"
"4874","chr1",4411935,4414565,2631,"*"
"4875","chr1",4414608,4414644,37,"*"
"4876","chr1",4414784,4414842,59,"*"
"4877","chr1",4414881,4416249,1369,"*"
"4878","chr1",4416265,4417031,767,"*"
"4879","chr1",4417102,4417167,66,"*"
"4880","chr1",4417207,4417214,8,"*"
"4881","chr1",4417218,4417267,50,"*"
"4882","chr1",4417270,4417299,30,"*"
"4883","chr1",4417329,4417336,8,"*"
"4884","chr1",4417377,4420210,2834,"*"
"4885","chr1",4420426,4422323,1898,"*"
"4886","chr1",4422344,4425991,3648,"*"
"4887","chr1",4426083,4426083,1,"*"
"4888","chr1",4426085,4426976,892,"*"
"4889","chr1",4426989,4427353,365,"*"
"4890","chr1",4427443,4427774,332,"*"
"4891","chr1",4427935,4428160,226,"*"
"4892","chr1",4428217,4428967,751,"*"
"4893","chr1",4428987,4430002,1016,"*"
"4894","chr1",4430143,4431900,1758,"*"
"4895","chr1",4432206,4432215,10,"*"
"4896","chr1",4432248,4434426,2179,"*"
"4897","chr1",4434734,4434801,68,"*"
"4898","chr1",4434847,4434894,48,"*"
"4899","chr1",4435031,4437233,2203,"*"
