"","seqnames","start","end"
"935","chr13",46607578,46607623
"936","chr13",48233115,48233135
"937","chr13",49220103,49220129
"938","chr13",49585658,49585678
"939","chr13",50103312,50103353
"940","chr13",50405941,50405982
"941","chr13",51451721,51451752
"942","chr13",52600454,52600479
"943","chr13",52769121,52769215
"944","chr13",53028959,53029007
"945","chr13",54500300,54500329
"946","chr13",57159436,57159462
"947","chr13",57166007,57166027
"948","chr13",59628384,59628414
"949","chr13",60114643,60114688
"950","chr13",60726956,60726979
"951","chr13",71866281,71866354
"952","chr13",71866407,71866431
"953","chr13",71892293,71892314
"954","chr13",76316292,76316446
"955","chr13",77223898,77223918
"956","chr13",77326612,77326629
"957","chr13",78601932,78601997
"958","chr13",78602144,78602215
"959","chr13",78603164,78603190
"960","chr13",80341017,80341050
"961","chr13",83507542,83507577
"962","chr13",83883207,83883238
"963","chr13",84884899,84884928
"964","chr13",84922603,84922643
"965","chr13",86282740,86282759
"966","chr13",89357678,89357702
"967","chr13",90052781,90052804
"968","chr13",95325888,95325917
"969","chr13",95423895,95423957
"970","chr13",95729224,95729404
"971","chr13",97305770,97305789
"972","chr13",98395574,98395608
"973","chr13",98403998,98404068
"974","chr13",99799378,99799404
"975","chr13",99970579,99970612
"976","chr13",99985551,99985607
"977","chr13",99988914,99988932
"978","chr13",106450657,106450695
"979","chr13",106916435,106916471
"980","chr13",106917584,106917642
"981","chr13",106917697,106917724
"982","chr13",108528547,108528709
"983","chr13",110043205,110043975
"984","chr13",111114638,111114661
"985","chr13",111690384,111690413
"986","chr13",111775654,111775683
"987","chr13",112072699,112072725
"988","chr13",112171236,112171265
"989","chr13",112195639,112196268
"990","chr13",112679029,112679116
"991","chr13",112894246,112894318
"992","chr13",112897976,112898003
"993","chr13",112990772,112990789
"994","chr13",113034526,113034611
"995","chr13",113585152,113585181
"996","chr14",16029397,16029480
"997","chr14",16053474,16053493
"998","chr14",16096666,16105266
"999","chr14",18960454,18960471
"1000","chr14",19268199,19268219
"1001","chr14",21098421,21098489
"1002","chr14",23047711,23047728
"1003","chr14",23573583,23573615
"1004","chr14",24080038,24080068
"1005","chr14",24354176,24354237
"1006","chr14",24430217,24430236
"1007","chr14",25249343,25249369
"1008","chr14",25290483,25290547
"1009","chr14",25743697,25743717
"1010","chr14",26598362,26598385
"1011","chr14",28566350,28566381
"1012","chr14",29535609,29535653
"1013","chr14",31372884,31372928
"1014","chr14",32939139,32939173
"1015","chr14",34840765,34840803
"1016","chr14",35405952,35405973
"1017","chr14",36083581,36083630
"1018","chr14",41110786,41110809
"1019","chr14",42654526,42654550
"1020","chr14",46692887,46692914
"1021","chr14",47665791,47665832
"1022","chr14",47674798,47674826
"1023","chr14",50668253,50668270
"1024","chr14",52695949,52695981
"1025","chr14",55113491,55113533
"1026","chr14",56118610,56118647
"1027","chr14",56520689,56520711
"1028","chr14",59749091,59750710
"1029","chr14",59819415,59819444
"1030","chr14",60841152,60841180
"1031","chr14",61188412,61188453
"1032","chr14",70673566,70673589
"1033","chr14",71403981,71404002
"1034","chr14",72044496,72044531
"1035","chr14",72480760,72480784
"1036","chr14",72504703,72504768
"1037","chr14",72825691,72825730
"1038","chr14",73458355,73458384
"1039","chr14",73714419,73714445
"1040","chr14",74245726,74245748
"1041","chr14",74543504,74543527
"1042","chr14",77360343,77360366
"1043","chr14",77415182,77415219
"1044","chr14",78289919,78289937
"1045","chr14",79271359,79271599
"1046","chr14",81273615,81273642
"1047","chr14",84197039,84197064
"1048","chr14",85191114,85191140
"1049","chr14",85232183,85232209
"1050","chr14",86688355,86688372
"1051","chr14",87625597,87625636
"1052","chr14",88622024,88622042
"1053","chr14",89325215,89325396
"1054","chr14",90588222,90588247
"1055","chr14",90862433,90862457
"1056","chr14",91241684,91241752
"1057","chr14",91510687,91510719
"1058","chr14",93232293,93232320
"1059","chr14",93517161,93517181
"1060","chr14",93568692,93568724
"1061","chr14",95686262,95686321
"1062","chr14",95737659,95737699
"1063","chr14",96632210,96632268
"1064","chr14",97110074,97110106
"1065","chr14",99067123,99067915
"1066","chr14",99071804,99071834
"1067","chr14",99188538,99188600
"1068","chr14",99378610,99378638
"1069","chr14",100306168,100306186
"1070","chr14",101110703,101110744
"1071","chr14",101150859,101150916
"1072","chr14",101251331,101251350
"1073","chr14",101761566,101761618
"1074","chr14",101761678,101761715
"1075","chr14",101761782,101761882
"1076","chr14",102634378,102634397
"1077","chr14",103338420,103338442
"1078","chr14",103859434,103859544
"1079","chr14",104085404,104085521
"1080","chr14",104150110,104150223
"1081","chr14",104197481,104197713
"1082","chr14",104276766,104276811
"1083","chr14",104335517,104335534
"1084","chr14",104601872,104601894
"1085","chr14",104843922,104843939
"1086","chr14",104865170,104865240
"1087","chr14",104865392,104865409
"1088","chr14",105021289,105021336
"1089","chr14",105072092,105072141
"1090","chr14",105082770,105083261
"1091","chr14",105210692,105210711
"1092","chr14",105314651,105314739
"1093","chr14",105314704,105314745
"1094","chr14",105411517,105411546
"1095","chr14",105454342,105454359
"1096","chr14",105479072,105479093
"1097","chr14",105503320,105503351
"1098","chr14",105559066,105559085
"1099","chr14",105571833,105571851
"1100","chr14",105589194,105591282
"1101","chr14",105679480,105679499
"1102","chr14",105680150,105680235
"1103","chr14",105856994,105857067
"1104","chr14",105857285,105860389
"1105","chr14",106694765,106694785
"1106","chr15",20100258,20106497
"1107","chr15",20139470,20139506
"1108","chr15",20139900,20139929
"1109","chr15",20140121,20140242
"1110","chr15",20141659,20141676
"1111","chr15",20142330,20142394
"1112","chr15",20142525,20142634
"1113","chr15",20142705,20142750
"1114","chr15",20142904,20142945
"1115","chr15",20143290,20143315
"1116","chr15",20143550,20143576
"1117","chr15",20144087,20144174
"1118","chr15",20301828,20301915
"1119","chr15",20302788,20302814
"1120","chr15",20303082,20303130
"1121","chr15",20303375,20303450
"1122","chr15",20303694,20303839
"1123","chr15",20304022,20304132
"1124","chr15",20306694,20306721
"1125","chr15",20306801,20306846
"1126","chr15",20306974,20307027
"1127","chr15",20307307,20307343
"1128","chr15",21107364,21113019
"1129","chr15",21146010,21146046
"1130","chr15",21146440,21146469
"1131","chr15",21146661,21146782
"1132","chr15",21148199,21148216
"1133","chr15",21148870,21148934
"1134","chr15",21149065,21149174
"1135","chr15",21149245,21149290
"1136","chr15",21149357,21149485
"1137","chr15",21149830,21149855
"1138","chr15",21150090,21150116
"1139","chr15",21150627,21150714
"1140","chr15",21771105,21771268
"1141","chr15",22213670,22213833
"1142","chr15",23226140,23226194
"1143","chr15",25057879,25057898
"1144","chr15",25061653,25061676
"1145","chr15",25066076,25066096
"1146","chr15",25768471,25768490
"1147","chr15",25804609,25804629
"1148","chr15",26864503,26864536
"1149","chr15",28105045,28106033
"1150","chr15",28455113,28455162
"1151","chr15",29558745,29558767
"1152","chr15",30223296,30223328
"1153","chr15",32315361,32315392
"1154","chr15",34175114,34175157
"1155","chr15",36770111,36770130
"1156","chr15",37161603,37161629
"1157","chr15",37848109,37848128
"1158","chr15",38233073,38233112
"1159","chr15",39467105,39467125
"1160","chr15",40245328,40245350
"1161","chr15",40358234,40358279
"1162","chr15",41097958,41097978
"1163","chr15",41511683,41511713
"1164","chr15",43004328,43004395
"1165","chr15",43370976,43371006
"1166","chr15",44912608,44912625
"1167","chr15",44980400,44980417
"1168","chr15",46235502,46235521
"1169","chr15",46812639,46812669
"1170","chr15",51801209,51801238
"1171","chr15",52528912,52528965
"1172","chr15",52529104,52529132
"1173","chr15",52824034,52824053
"1174","chr15",56243786,56243840
"1175","chr15",57591854,57591893
"1176","chr15",57846341,57846366
"1177","chr15",59076149,59076167
"1178","chr15",61053572,61053599
"1179","chr15",62557610,62557633
"1180","chr15",63470869,63470895
"1181","chr15",64460688,64460718
"1182","chr15",64703227,64703261
"1183","chr15",64775593,64775662
"1184","chr15",65377856,65377899
"1185","chr15",66234579,66234596
"1186","chr15",66659949,66660000
"1187","chr15",66943685,66943711
"1188","chr15",68579188,68579229
"1189","chr15",69761316,69761476
"1190","chr15",70097015,70097045
"1191","chr15",70854226,70854265
"1192","chr15",71255224,71255262
"1193","chr15",71811430,71811470
"1194","chr15",72320054,72320077
"1195","chr15",73052528,73052552
"1196","chr15",73633245,73633271
"1197","chr15",73752987,73753005
"1198","chr15",73927563,73927580
"1199","chr15",74293404,74293445
"1200","chr15",74433209,74433241
"1201","chr15",75178961,75178983
"1202","chr15",75201837,75201873
"1203","chr15",75208212,75208290
"1204","chr15",76161458,76161481
"1205","chr15",76572890,76572920
"1206","chr15",78811530,78811566
"1207","chr15",78956240,78956274
"1208","chr15",79065638,79065655
"1209","chr15",80152764,80152790
"1210","chr15",80695378,80695400
"1211","chr15",82046083,82046101
"1212","chr15",82699642,82699659
"1213","chr15",83066698,83066737
"1214","chr15",84204379,84204406
"1215","chr15",88596132,88596273
"1216","chr15",90001553,90001576
"1217","chr15",90001633,90001660
"1218","chr15",90201650,90201684
"1219","chr15",90734646,90734694
"1220","chr15",92393898,92393929
"1221","chr15",92668572,92668595
"1222","chr15",93572830,93572857
"1223","chr15",93758349,93758409
"1224","chr15",94298824,94299059
"1225","chr15",94585885,94585911
"1226","chr15",95506648,95506930
"1227","chr15",96540933,96541090
"1228","chr15",97755657,97755706
"1229","chr15",99123726,99123743
"1230","chr15",99538015,99538320
"1231","chr15",100374103,100374185
"1232","chr15",100822574,100822605
"1233","chr16",19534,19901
"1234","chr16",30298,30548
"1235","chr16",72367,72403
"1236","chr16",164691,164983
"1237","chr16",190055,190072
"1238","chr16",352654,352698
"1239","chr16",352915,352943
"1240","chr16",579011,579046
"1241","chr16",642266,642286
"1242","chr16",695344,695392
"1243","chr16",705952,705980
"1244","chr16",769164,769269
"1245","chr16",788403,788443
"1246","chr16",840494,840513
"1247","chr16",1089088,1089108
"1248","chr16",1153017,1153096
"1249","chr16",1153343,1153402
"1250","chr16",1204261,1204278
"1251","chr16",1389056,1389077
"1252","chr16",1447362,1447392
"1253","chr16",1457197,1457214
"1254","chr16",1487999,1488016
"1255","chr16",1507764,1507939
"1256","chr16",1569427,1569503
"1257","chr16",1614312,1614340
"1258","chr16",1964483,1964527
"1259","chr16",2035392,2035410
"1260","chr16",2155962,2155996
"1261","chr16",2196644,2196681
"1262","chr16",2202606,2202631
"1263","chr16",2238236,2238260
"1264","chr16",2513789,2513811
"1265","chr16",2960044,2960081
"1266","chr16",3046537,3046556
"1267","chr16",3135099,3135139
"1268","chr16",3579168,3579213
"1269","chr16",3889397,3889459
"1270","chr16",4359165,4359188
"1271","chr16",4575492,4575516
"1272","chr16",4600435,4600454
"1273","chr16",4694068,4694085
"1274","chr16",5298427,5298670
"1275","chr16",5794285,5794317
"1276","chr16",5983832,5983852
"1277","chr16",6214303,6215364
"1278","chr16",6926312,6926329
"1279","chr16",6941225,6941303
"1280","chr16",7084977,7085003
"1281","chr16",7433778,7433811
"1282","chr16",8869205,8869232
"1283","chr16",8963346,8963393
"1284","chr16",8963604,8963641
"1285","chr16",8981457,8981499
"1286","chr16",9312617,9314371
"1287","chr16",10579709,10579739
"1288","chr16",11515846,11515922
"1289","chr16",11668332,11668356
"1290","chr16",12380376,12381672
"1291","chr16",12868610,12868652
"1292","chr16",13071504,13071539
"1293","chr16",14071327,14071358
"1294","chr16",14302006,14302062
"1295","chr16",15858334,15858357
"1296","chr16",15949523,15949548
"1297","chr16",15949612,15949633
"1298","chr16",17327607,17327628
"1299","chr16",17339821,17339855
"1300","chr16",17984401,17984418
"1301","chr16",18562596,18562645
"1302","chr16",21599903,21599930
"1303","chr16",22747618,22747780
"1304","chr16",22844731,22844764
"1305","chr16",23759382,23759452
"1306","chr16",24540059,24540079
"1307","chr16",25265364,25265423
"1308","chr16",25754849,25755028
"1309","chr16",25828126,25828146
"1310","chr16",26080189,26080207
"1311","chr16",28415792,28415884
"1312","chr16",28517183,28517211
"1313","chr16",28863894,28863918
"1314","chr16",28925338,28925367
"1315","chr16",29745746,29745768
"1316","chr16",29806405,29806456
"1317","chr16",30050545,30050568
"1318","chr16",30149119,30149142
"1319","chr16",30369936,30369970
"1320","chr16",30517556,30517578
"1321","chr16",31010525,31010547
"1322","chr16",31202056,31202079
"1323","chr16",31202229,31202246
"1324","chr16",32190728,32190778
"1325","chr16",32288658,32288680
"1326","chr16",32301600,32301631
"1327","chr16",32301753,32301798
"1328","chr16",32301969,32302009
"1329","chr16",32302252,32302361
"1330","chr16",32302606,32302652
"1331","chr16",32336532,32336592
"1332","chr16",32337050,32337112
"1333","chr16",32337192,32337219
"1334","chr16",32339843,32339905
"1335","chr16",32340067,32340100
"1336","chr16",32340439,32340536
"1337","chr16",32341339,32341361
"1338","chr16",32341645,32341732
"1339","chr16",32726880,32726916
"1340","chr16",32858219,32858308
"1341","chr16",32858613,32858661
"1342","chr16",32858996,32859018
"1343","chr16",32859506,32859554
"1344","chr16",32859805,32859914
"1345","chr16",32860486,32860596
"1346","chr16",33131707,33131751
"1347","chr16",33335931,33340031
"1348","chr16",33494903,33494925
"1349","chr16",33507421,33507459
"1350","chr16",33507870,33507901
"1351","chr16",33508023,33508068
"1352","chr16",33508239,33508279
"1353","chr16",33508522,33508631
"1354","chr16",33508876,33508916
"1355","chr16",33542510,33542564
"1356","chr16",33543043,33543105
"1357","chr16",33543185,33543212
"1358","chr16",33545847,33545909
"1359","chr16",33546128,33546178
"1360","chr16",33546517,33546605
"1361","chr16",33546861,33546907
"1362","chr16",33547165,33547191
"1363","chr16",33547384,33547406
"1364","chr16",33547689,33547776
"1365","chr16",33710867,33710911
"1366","chr16",33711197,33711224
"1367","chr16",33711795,33711821
"1368","chr16",33712090,33712138
"1369","chr16",33712383,33712480
"1370","chr16",33713069,33713179
"1371","chr16",33714003,33714020
"1372","chr16",34000748,34000814
"1373","chr16",34000945,34001055
"1374","chr16",34001238,34001288
"1375","chr16",34001627,34001736
"1376","chr16",34001987,34002035
"1377","chr16",34002523,34002545
"1378","chr16",34002880,34002928
"1379","chr16",34003233,34003322
"1380","chr16",34067403,34067884
"1381","chr16",34073230,34073701
"1382","chr16",34140529,34140608
"1383","chr16",34149561,34149655
"1384","chr16",34733499,34733540
"1385","chr16",35037721,35037757
"1386","chr16",35722360,35722388
"1387","chr16",47045718,47045761
"1388","chr16",49051798,49051816
"1389","chr16",49492462,49492501
"1390","chr16",49855515,49855622
"1391","chr16",50153836,50153864
"1392","chr16",50246028,50246072
"1393","chr16",50369092,50369125
"1394","chr16",50548668,50548699
"1395","chr16",51135018,51135046
"1396","chr16",52618455,52618797
"1397","chr16",53052893,53053313
"1398","chr16",53055003,53055024
"1399","chr16",54931410,54931432
"1400","chr16",56192727,56192751
"1401","chr16",56425449,56425472
"1402","chr16",56632534,56632551
"1403","chr16",57245497,57245520
"1404","chr16",57704377,57704406
"1405","chr16",57952419,57952437
"1406","chr16",58198228,58198254
"1407","chr16",58198231,58198264
"1408","chr16",58237353,58237414
"1409","chr16",60427368,60427386
"1410","chr16",62089069,62089175
"1411","chr16",66226656,66226682
"1412","chr16",66427131,66427160
"1413","chr16",66427238,66427255
"1414","chr16",66427343,66427392
"1415","chr16",66495396,66495422
"1416","chr16",66604813,66604843
"1417","chr16",67013883,67013901
"1418","chr16",67029118,67029213
"1419","chr16",67192185,67192202
"1420","chr16",67298911,67298940
"1421","chr16",68021123,68021142
"1422","chr16",69120049,69120068
"1423","chr16",69318788,69318806
"1424","chr16",70677750,70677776
"1425","chr16",70929295,70929322
"1426","chr16",72307659,72307677
"1427","chr16",72639644,72639684
"1428","chr16",73096162,73096195
"1429","chr16",73435066,73435090
"1430","chr16",74420941,74420973
"1431","chr16",74775778,74775820
"1432","chr16",74813205,74813230
"1433","chr16",75100381,75100409
"1434","chr16",75224994,75225025
"1435","chr16",75250189,75250208
"1436","chr16",75516837,75516855
"1437","chr16",77403995,77404054
"1438","chr16",78098469,78098495
"1439","chr16",78526846,78526868
"1440","chr16",78769295,78769313
"1441","chr16",79456936,79456959
"1442","chr16",80804055,80804074
"1443","chr16",81577018,81577059
"1444","chr16",81754156,81754184
"1445","chr16",81923173,81923259
"1446","chr16",82628256,82628278
"1447","chr16",83967355,83968042
"1448","chr16",84103821,84103838
"1449","chr16",84364605,84364635
"1450","chr16",84504913,84504930
"1451","chr16",84648441,84648468
"1452","chr16",84930344,84931001
"1453","chr16",85235978,85236053
"1454","chr16",85519258,85519760
"1455","chr16",85554800,85554818
"1456","chr16",85567035,85567069
"1457","chr16",85653192,85653325
"1458","chr16",85806884,85806906
"1459","chr16",85830800,85830826
"1460","chr16",86497618,86497643
"1461","chr16",86510482,86510511
"1462","chr16",87271069,87271151
"1463","chr16",87492304,87492424
"1464","chr16",87603539,87603562
"1465","chr16",88068969,88069051
"1466","chr16",88097459,88097476
"1467","chr16",88459530,88459626
"1468","chr16",88517163,88517840
"1469","chr16",88518302,88521140
"1470","chr16",88522365,88522386
"1471","chr16",88643612,88643634
"1472","chr16",88739847,88739869
"1473","chr16",89171343,89171376
"1474","chr16",89565284,89565315
"1475","chr16",89586545,89586562
"1476","chr16",90171751,90171773
"1477","chr17",61940,61962
"1478","chr17",113094,113583
"1479","chr17",142611,142633
"1480","chr17",317900,317921
"1481","chr17",415321,415477
"1482","chr17",979452,979484
"1483","chr17",1109234,1109253
"1484","chr17",1179868,1179903
"1485","chr17",1284509,1284538
"1486","chr17",1366947,1366972
"1487","chr17",1482739,1482761
"1488","chr17",1491749,1491766
"1489","chr17",1562635,1562652
"1490","chr17",1571902,1571927
"1491","chr17",2005726,2005765
"1492","chr17",2224717,2224752
"1493","chr17",2402216,2402234
"1494","chr17",3642065,3642165
"1495","chr17",3761018,3761071
"1496","chr17",3789432,3789452
"1497","chr17",3872857,3872874
"1498","chr17",3918431,3918475
"1499","chr17",3918582,3918600
"1500","chr17",3964146,3964164
"1501","chr17",4462078,4462894
"1502","chr17",4598932,4598974
"1503","chr17",5911938,5912155
"1504","chr17",5913689,5913983
"1505","chr17",6070390,6070442
"1506","chr17",6544655,6544699
"1507","chr17",6811098,6811123
"1508","chr17",6998640,6998667
"1509","chr17",7417242,7417267
"1510","chr17",7438282,7438300
"1511","chr17",7479532,7479562
"1512","chr17",7920415,7920436
"1513","chr17",8144925,8144962
"1514","chr17",8225661,8225680
"1515","chr17",8489709,8489746
"1516","chr17",8549700,8549722
"1517","chr17",9078048,9078098
"1518","chr17",9116300,9116320
"1519","chr17",9166150,9166214
"1520","chr17",9240731,9240754
"1521","chr17",9394871,9394888
"1522","chr17",9986884,9986905
"1523","chr17",10036993,10037010
"1524","chr17",10115035,10115053
"1525","chr17",10198741,10198775
"1526","chr17",11226502,11226532
"1527","chr17",12377252,12377287
"1528","chr17",15314608,15314630
"1529","chr17",16000038,16000090
"1530","chr17",17042418,17042454
"1531","chr17",17223544,17223562
"1532","chr17",17496852,17496870
"1533","chr17",17741092,17741112
"1534","chr17",18190948,18190965
"1535","chr17",18490160,18490190
"1536","chr17",19165981,19166136
"1537","chr17",19486609,19486629
"1538","chr17",19717140,19717160
"1539","chr17",19745000,19745018
"1540","chr17",20454150,20454180
"1541","chr17",20603099,20603117
"1542","chr17",21851232,21983441
"1543","chr17",21985159,21992022
"1544","chr17",26936101,26941027
"1545","chr17",27056008,27056039
"1546","chr17",27466444,27466469
"1547","chr17",27644741,27644773
"1548","chr17",30550101,30550131
"1549","chr17",31146410,31146461
"1550","chr17",31391533,31391555
"1551","chr17",31487958,31487981
"1552","chr17",32487008,32487041
"1553","chr17",33799209,33799258
"1554","chr17",33810864,33810896
"1555","chr17",33987641,33987683
"1556","chr17",34052072,34052101
"1557","chr17",34755135,34755159
"1558","chr17",34980634,34980665
"1559","chr17",35089304,35089324
"1560","chr17",35460666,35460686
"1561","chr17",36729237,36729259
"1562","chr17",36867347,36867364
"1563","chr17",37359406,37359439
"1564","chr17",38256655,38256740
"1565","chr17",38454151,38454174
"1566","chr17",38578449,38578476
"1567","chr17",38606790,38606814
"1568","chr17",38630208,38630234
"1569","chr17",38671651,38671677
"1570","chr17",39618156,39618191
"1571","chr17",40443675,40443720
"1572","chr17",41875407,41875469
"1573","chr17",42422440,42422472
"1574","chr17",42448438,42448516
"1575","chr17",42541826,42541847
"1576","chr17",42548615,42548662
"1577","chr17",42841579,42841598
"1578","chr17",42864837,42864870
"1579","chr17",44220053,44220072
"1580","chr17",44523977,44524023
"1581","chr17",44913995,44914023
"1582","chr17",45115364,45115410
"1583","chr17",45132560,45132617
"1584","chr17",45256016,45256033
"1585","chr17",45263562,45263581
"1586","chr17",45313258,45313304
"1587","chr17",45602116,45602154
"1588","chr17",45784362,45784385
"1589","chr17",45969346,45969492
"1590","chr17",46243783,46243821
"1591","chr17",46294870,46294901
"1592","chr17",46512449,46512480
"1593","chr17",47238087,47238105
"1594","chr17",47531713,47531790
"1595","chr17",47650555,47650579
"1596","chr17",47802015,47802059
"1597","chr17",48059694,48059719
"1598","chr17",48492306,48492338
"1599","chr17",48564425,48564447
"1600","chr17",49575651,49575672
"1601","chr17",49839989,49840018
"1602","chr17",50151017,50151038
"1603","chr17",50345996,50346021
"1604","chr17",50388549,50388570
"1605","chr17",51479415,51479437
"1606","chr17",52753119,52753144
"1607","chr17",54250471,54250500
"1608","chr17",57749725,57749968
"1609","chr17",58465134,58465155
"1610","chr17",59181800,59181823
"1611","chr17",60078659,60078676
"1612","chr17",61400131,61400152
"1613","chr17",61402103,61402125
"1614","chr17",62159003,62159031
"1615","chr17",62808389,62808409
"1616","chr17",63317424,63317441
"1617","chr17",63454942,63454981
"1618","chr17",63477433,63477475
"1619","chr17",63950429,63950453
"1620","chr17",64662374,64662411
"1621","chr17",65121736,65121753
"1622","chr17",65487723,65489045
"1623","chr17",65561686,65561722
"1624","chr17",65852162,65852482
"1625","chr17",66433282,66433315
"1626","chr17",66496628,66496654
"1627","chr17",66871866,66871888
"1628","chr17",66964856,66964891
"1629","chr17",67425469,67425486
"1630","chr17",67825794,67825816
"1631","chr17",67840486,67840560
"1632","chr17",68205729,68205764
"1633","chr17",70836268,70836296
"1634","chr17",71364893,71364937
"1635","chr17",71859884,71859903
"1636","chr17",71954281,71954340
"1637","chr17",72540475,72540492
"1638","chr17",72978198,72978215
"1639","chr17",73372746,73372781
"1640","chr17",73750205,73750222
"1641","chr17",73983618,73983644
"1642","chr17",74213466,74213520
"1643","chr17",74220702,74220719
"1644","chr17",74389861,74390243
"1645","chr17",74861776,74861794
"1646","chr17",74862247,74862266
"1647","chr17",74972701,74972733
"1648","chr17",75515181,75515210
"1649","chr17",75516564,75516582
"1650","chr17",75878257,75878299
"1651","chr17",75896670,75896697
"1652","chr17",76087991,76088017
"1653","chr17",76121571,76121598
"1654","chr17",76177028,76177047
"1655","chr17",76509733,76509762
"1656","chr17",77040375,77040402
"1657","chr17",77281160,77281182
"1658","chr17",77281361,77281398
"1659","chr17",77557130,77557228
"1660","chr17",77735767,77735784
"1661","chr17",77921308,77921332
"1662","chr17",78132306,78132328
"1663","chr17",78777912,78777932
"1664","chr17",79154109,79154128
"1665","chr17",79551408,79551554
"1666","chr17",79742009,79742042
"1667","chr17",79778066,79778148
"1668","chr17",79795323,79795363
"1669","chr17",79860173,79860215
"1670","chr17",79943561,79943580
"1671","chr17",80024905,80025181
"1672","chr17",80205245,80205307
"1673","chr17",80476474,80476519
"1674","chr17",80477752,80477774
"1675","chr17",80861304,80861326
"1676","chr17",81093079,81093131
"1677","chr17",81100136,81100163
"1678","chr17",81222297,81222323
"1679","chr17",81359433,81359493
"1680","chr17",81411475,81411517
"1681","chr17",81528058,81528080
"1682","chr17",81695347,81695376
"1683","chr17",81833183,81833253
"1684","chr17",81891462,81891496
"1685","chr17",81994673,81994692
"1686","chr17",82031569,82031605
"1687","chr17",82051638,82051680
"1688","chr17",82324958,82324989
"1689","chr17",82750781,82751149
"1690","chr18",3584255,3584277
"1691","chr18",4154798,4154823
"1692","chr18",4981856,4981887
"1693","chr18",6491089,6491120
"1694","chr18",7117874,7117900
"1695","chr18",8875336,8875412
"1696","chr18",9486210,9486315
"1697","chr18",11110688,11110719
"1698","chr18",11689660,11689682
"1699","chr18",12087020,12087063
"1700","chr18",12087444,12087499
"1701","chr18",12088873,12088892
"1702","chr18",12089537,12089556
"1703","chr18",14170507,14170575
"1704","chr18",14170685,14170734
"1705","chr18",14171034,14171135
"1706","chr18",14171341,14171384
"1707","chr18",14171508,14171564
"1708","chr18",14171953,14171997
"1709","chr18",14172383,14172425
"1710","chr18",14172960,14172999
"1711","chr18",14173346,14173435
"1712","chr18",14173777,14173838
"1713","chr18",14174344,14174379
"1714","chr18",21210448,21210470
"1715","chr18",21890063,21890101
"1716","chr18",22114690,22114744
"1717","chr18",22357006,22357041
"1718","chr18",22452394,22452429
"1719","chr18",23117406,23117448
"1720","chr18",25351928,25351974
"1721","chr18",25352314,25352439
"1722","chr18",25466151,25466169
"1723","chr18",26847502,26847545
"1724","chr18",29134251,29134268
"1725","chr18",32186832,32186849
"1726","chr18",32199669,32199711
"1727","chr18",32561118,32561154
"1728","chr18",33578359,33578408
"1729","chr18",35343851,35343876
"1730","chr18",35581829,35581855
"1731","chr18",37319797,37319821
"1732","chr18",42521583,42521647
"1733","chr18",45997633,45997673
"1734","chr18",46725973,46726048
"1735","chr18",47469501,47469519
"1736","chr18",47559557,47559621
"1737","chr18",48161691,48161711
"1738","chr18",48418874,48418898
"1739","chr18",48539090,48539144
"1740","chr18",48707520,48707621
"1741","chr18",50560063,50560088
"1742","chr18",51007003,51007029
"1743","chr18",51039480,51039511
"1744","chr18",53638531,53638554
"1745","chr18",54224273,54224337
"1746","chr18",55795311,55795338
"1747","chr18",56270440,56270830
"1748","chr18",61813258,61813279
"1749","chr18",63367331,63367356
"1750","chr18",63625068,63625096
"1751","chr18",65750100,65750124
"1752","chr18",67773272,67773971
"1753","chr18",70080929,70080973
"1754","chr18",70679059,70679097
"1755","chr18",70965738,70965757
"1756","chr18",71632334,71632367
"1757","chr18",72867706,72867724
"1758","chr18",74012357,74012376
"1759","chr18",74040750,74040782
"1760","chr18",76491274,76491300
"1761","chr18",76644868,76644954
"1762","chr18",77252855,77253057
"1763","chr18",77498943,77498970
"1764","chr18",77957089,77957219
"1765","chr18",78503877,78503895
"1766","chr18",79400357,79400383
"1767","chr18",79884542,79884565
"1768","chr18",80228282,80228327
"1769","chr18",80247422,80247449
"1770","chr18",80247581,80247608
"1771","chr19",197299,197321
"1772","chr19",390941,390968
"1773","chr19",409177,409194
"1774","chr19",463584,463604
"1775","chr19",556006,556027
"1776","chr19",590340,590366
"1777","chr19",613555,613582
"1778","chr19",613675,613724
"1779","chr19",878424,878456
"1780","chr19",878917,878949
"1781","chr19",929363,929380
"1782","chr19",1082273,1082296
"1783","chr19",1111211,1111231
"1784","chr19",1164604,1164993
"1785","chr19",1248491,1248524
"1786","chr19",1257510,1257538
"1787","chr19",1395489,1395508
"1788","chr19",1424306,1424374
"1789","chr19",1470554,1470581
"1790","chr19",1568182,1568248
"1791","chr19",1568436,1568467
"1792","chr19",1605253,1605272
"1793","chr19",1753827,1753894
"1794","chr19",1802067,1802343
"1795","chr19",2156892,2156930
"1796","chr19",2157567,2157643
"1797","chr19",2308143,2308175
"1798","chr19",2345409,2345481
"1799","chr19",2418298,2419159
"1800","chr19",2456961,2456990
"1801","chr19",2651271,2651440
"1802","chr19",2721405,2721470
"1803","chr19",2765527,2765550
"1804","chr19",2974912,2974934
"1805","chr19",3094057,3094122
"1806","chr19",3206051,3206107
"1807","chr19",3682929,3682995
"1808","chr19",3908570,3908942
"1809","chr19",4038719,4038736
"1810","chr19",4156151,4156178
"1811","chr19",4285555,4285572
"1812","chr19",4491254,4491285
"1813","chr19",4639506,4639536
"1814","chr19",5132986,5133008
"1815","chr19",5222362,5222387
"1816","chr19",5229457,5229482
