"","seqnames","start","end","width","flank.5","flank.3","total.width"
"4414","chr12",32685360,32685378,19,7,22,48
"4415","chr12",32896966,32896987,22,30,18,70
"4416","chr12",32919148,32919189,42,68,20,130
"4417","chr12",33440021,33440041,21,123,76,220
"4418","chr12",34124916,34124956,41,125,30,196
"4419","chr12",34233059,34233084,26,147,10,183
"4420","chr12",34340087,34340137,51,27,26,104
"4421","chr12",38055971,38055989,19,5,4,28
"4422","chr12",38056181,38056198,18,59,104,181
"4423","chr12",38076368,38076401,34,6,43,83
"4424","chr12",39186838,39186860,23,57,5,85
"4425","chr12",40031219,40031242,24,78,106,208
"4426","chr12",40691011,40691033,23,37,125,185
"4427","chr12",41033883,41033900,18,145,27,190
"4428","chr12",41713183,41713202,20,27,78,125
"4429","chr12",41791890,41791908,19,77,63,159
"4430","chr12",42286286,42286306,21,29,143,193
"4431","chr12",42292757,42292784,28,72,67,167
"4432","chr12",42455637,42455655,19,74,60,153
"4433","chr12",42484012,42484048,37,107,99,243
"4434","chr12",42499726,42499745,20,76,5,101
"4435","chr12",42564254,42564290,37,113,76,226
"4436","chr12",42653280,42653322,43,67,75,185
"4437","chr12",42788664,42788683,20,78,9,107
"4438","chr12",42830175,42830201,27,1,30,58
"4439","chr12",44600128,44600188,61,31,144,236
"4440","chr12",44877147,44877167,21,34,8,63
"4441","chr12",45142628,45142647,20,8,33,61
"4442","chr12",45729289,45729306,18,28,9,55
"4443","chr12",45729580,45729664,85,62,26,173
"4444","chr12",45729666,45729709,44,107,6,157
"4445","chr12",45730874,45730895,22,85,92,199
"4446","chr12",46032823,46032847,25,8,139,172
"4447","chr12",46383591,46383646,56,64,38,158
"4448","chr12",47080788,47080846,59,41,59,159
"4449","chr12",47212075,47212094,20,41,6,67
"4450","chr12",47292923,47292945,23,144,36,203
"4451","chr12",47405229,47405287,59,5,140,204
"4452","chr12",47405287,47405311,25,29,82,136
"4453","chr12",47405546,47405572,27,14,37,78
"4454","chr12",47790467,47790503,37,24,71,132
"4455","chr12",47819651,47819696,46,4,43,93
"4456","chr12",47842624,47842643,20,28,144,192
"4457","chr12",47855340,47855371,32,146,62,240
"4458","chr12",47942342,47942371,30,133,79,242
"4459","chr12",48350994,48351055,62,48,28,138
"4460","chr12",48587450,48587475,26,94,2,122
"4461","chr12",48743934,48743963,30,10,72,112
"4462","chr12",48770064,48770084,21,36,8,65
"4463","chr12",48788962,48788980,19,6,50,75
"4464","chr12",48871973,48871994,22,55,5,82
"4465","chr12",48878241,48878272,32,3,122,157
"4466","chr12",48902167,48902200,34,78,1,113
"4467","chr12",48913480,48913509,30,6,66,102
"4468","chr12",48925376,48925395,20,95,96,211
"4469","chr12",48928819,48928840,22,76,23,121
"4470","chr12",48951566,48951597,32,147,28,207
"4471","chr12",48971629,48971657,29,70,105,204
"4472","chr12",48992071,48992097,27,8,145,180
"4473","chr12",49033867,49033912,46,103,31,180
"4474","chr12",49045644,49045661,18,87,6,111
"4475","chr12",49073142,49073172,31,34,8,73
"4476","chr12",49076839,49076862,24,73,3,100
"4477","chr12",49077964,49077986,23,58,6,87
"4478","chr12",49091854,49091871,18,6,47,71
"4479","chr12",49112649,49112679,31,137,6,174
"4480","chr12",49119368,49119404,37,77,71,185
"4481","chr12",49119555,49119581,27,52,5,84
"4482","chr12",49122365,49122384,20,6,1,27
"4483","chr12",49219032,49219067,36,4,74,114
"4484","chr12",49253087,49253107,21,108,71,200
"4485","chr12",49265958,49265982,25,128,14,167
"4486","chr12",49266262,49266280,19,77,31,127
"4487","chr12",49280502,49280519,18,102,33,153
"4488","chr12",49290831,49290858,28,8,64,100
"4489","chr12",49292313,49292358,46,52,64,162
"4490","chr12",49334194,49334217,24,117,41,182
"4491","chr12",49376710,49376735,26,75,136,237
"4492","chr12",49383014,49383033,20,42,1,63
"4493","chr12",49409593,49409619,27,7,23,57
"4494","chr12",49539015,49539032,18,7,131,156
"4495","chr12",49544139,49544164,26,71,139,236
"4496","chr12",49545404,49545423,20,22,128,170
"4497","chr12",49551575,49551603,29,75,7,111
"4498","chr12",49555285,49555302,18,82,27,127
"4499","chr12",49569398,49569416,19,38,61,118
"4500","chr12",49729576,49729597,22,144,6,172
"4501","chr12",49732975,49732999,25,105,87,217
"4502","chr12",50023734,50023760,27,28,42,97
"4503","chr12",50029387,50029422,36,75,73,184
"4504","chr12",50031479,50031500,22,5,6,33
"4505","chr12",50037123,50037146,24,63,31,118
"4506","chr12",50054535,50054555,21,147,6,174
"4507","chr12",50074315,50074347,33,91,11,135
"4508","chr12",50113031,50113050,20,31,121,172
"4509","chr12",50113304,50113321,18,8,16,42
"4510","chr12",50113608,50113646,39,72,6,117
"4511","chr12",50126464,50126482,19,77,146,242
"4512","chr12",50139486,50139511,26,60,1,87
"4513","chr12",50155737,50155762,26,90,74,190
"4514","chr12",50171381,50171406,26,8,142,176
"4515","chr12",50175036,50175077,42,10,115,167
"4516","chr12",50267064,50267086,23,7,122,152
"4517","chr12",50346176,50346265,90,92,2,184
"4518","chr12",50361961,50361989,29,75,55,159
"4519","chr12",50457202,50457222,21,74,145,240
"4520","chr12",50459823,50459846,24,5,75,104
"4521","chr12",50489590,50489613,24,74,132,230
"4522","chr12",50505002,50505024,23,2,109,134
"4523","chr12",50505215,50505232,18,114,52,184
"4524","chr12",50525358,50525375,18,138,74,230
"4525","chr12",50754336,50754353,18,4,74,96
"4526","chr12",50763640,50763662,23,3,50,76
"4527","chr12",50924530,50924555,26,23,112,161
"4528","chr12",51016848,51016871,24,117,5,146
"4529","chr12",51046388,51046411,24,10,14,48
"4530","chr12",51047592,51047620,29,111,7,147
"4531","chr12",51056631,51056671,41,75,84,200
"4532","chr12",51066454,51066471,18,125,73,216
"4533","chr12",51074108,51074135,28,76,43,147
"4534","chr12",51084328,51084346,19,86,6,111
"4535","chr12",51180635,51180661,27,129,61,217
"4536","chr12",51217721,51217744,24,8,17,49
"4537","chr12",51260368,51260390,23,4,65,92
"4538","chr12",51270006,51270042,37,26,11,74
"4539","chr12",51290934,51290957,24,103,18,145
"4540","chr12",51295393,51295413,21,77,27,125
"4541","chr12",51298372,51298395,24,69,74,167
"4542","chr12",51316329,51316346,18,145,55,218
"4543","chr12",51323964,51323981,18,60,142,220
"4544","chr12",51392573,51392613,41,79,56,176
"4545","chr12",51426921,51426956,36,8,102,146
"4546","chr12",51500861,51500879,19,10,68,97
"4547","chr12",51610170,51610192,23,119,6,148
"4548","chr12",51681007,51681026,20,10,3,33
"4549","chr12",51720076,51720095,20,79,6,105
"4550","chr12",51848772,51848789,18,22,113,153
"4551","chr12",51890756,51890781,26,1,131,158
"4552","chr12",51939258,51939296,39,10,65,114
"4553","chr12",51951714,51951735,22,8,32,62
"4554","chr12",51978830,51978849,20,66,7,93
"4555","chr12",51993766,51993804,39,95,75,209
"4556","chr12",52000375,52000399,25,8,60,93
"4557","chr12",52028203,52028229,27,83,5,115
"4558","chr12",52089598,52089636,39,89,11,139
"4559","chr12",52096475,52096541,67,56,40,163
"4560","chr12",52120440,52120482,43,77,39,159
"4561","chr12",52129481,52129507,27,8,43,78
"4562","chr12",52903845,52903890,46,6,77,129
"4563","chr12",52948488,52948515,28,14,21,63
"4564","chr12",52958439,52958471,33,10,22,65
"4565","chr12",52973825,52974012,188,56,116,360
"4566","chr12",52994351,52994392,42,76,145,263
"4567","chr12",52994701,52994720,20,8,118,146
"4568","chr12",53003691,53003716,26,12,6,44
"4569","chr12",53005695,53005720,26,115,74,215
"4570","chr12",53012586,53012619,34,4,42,80
"4571","chr12",53027138,53027157,20,82,91,193
"4572","chr12",53047176,53047203,28,44,118,190
"4573","chr12",53054840,53054866,27,73,77,177
"4574","chr12",53066347,53066399,53,112,141,306
"4575","chr12",53141613,53141640,28,9,6,43
"4576","chr12",53141924,53141954,31,106,8,145
"4577","chr12",53150275,53150306,32,107,42,181
"4578","chr12",53173266,53173310,45,55,16,116
"4579","chr12",53178785,53178809,25,14,16,55
"4580","chr12",53238647,53238669,23,6,128,157
"4581","chr12",53252048,53252073,26,1,135,162
"4582","chr12",53266443,53266461,19,97,74,190
"4583","chr12",53322342,53322359,18,71,62,151
"4584","chr12",53351893,53351913,21,76,45,142
"4585","chr12",53352200,53352218,19,70,142,231
"4586","chr12",53369042,53369072,31,22,30,83
"4587","chr12",53380401,53380418,18,22,2,42
"4588","chr12",53384268,53384289,22,63,12,97
"4589","chr12",53396569,53396592,24,109,5,138
"4590","chr12",53442875,53442897,23,31,7,61
"4591","chr12",53452151,53452184,34,22,23,79
"4592","chr12",53452224,53452259,36,5,51,92
"4593","chr12",53469761,53469779,19,28,40,87
"4594","chr12",53499495,53499528,34,93,19,146
"4595","chr12",53555813,53555831,19,74,8,101
"4596","chr12",53622305,53622329,25,138,71,234
"4597","chr12",53741850,53741883,34,66,11,111
"4598","chr12",53955353,53955389,37,23,73,133
"4599","chr12",53975455,53975477,23,16,73,112
"4600","chr12",53975458,53975484,27,23,70,120
"4601","chr12",53984866,53984889,24,88,42,154
"4602","chr12",54009025,54009073,49,22,67,138
"4603","chr12",54079823,54079856,34,83,51,168
"4604","chr12",54129972,54130006,35,45,15,95
"4605","chr12",54129990,54130035,46,74,69,189
"4606","chr12",54185474,54185529,56,146,68,270
"4607","chr12",54188268,54188340,73,142,54,269
"4608","chr12",54219608,54219629,22,77,28,127
"4609","chr12",54219771,54219815,45,16,14,75
"4610","chr12",54220094,54220120,27,85,6,118
"4611","chr12",54250812,54250844,33,57,67,157
"4612","chr12",54251517,54251541,25,83,76,184
"4613","chr12",54308950,54308967,18,17,123,158
"4614","chr12",54308986,54309026,41,8,87,136
"4615","chr12",54320322,54320348,27,8,100,135
"4616","chr12",54321929,54321948,20,45,6,71
"4617","chr12",54323047,54323069,23,147,75,245
"4618","chr12",54326125,54326154,30,5,4,39
"4619","chr12",54354428,54354451,24,77,134,235
"4620","chr12",54354597,54354615,19,26,78,123
"4621","chr12",54419099,54419127,29,44,43,116
"4622","chr12",54676109,54676128,20,78,74,172
"4623","chr12",55743124,55743170,47,46,26,119
"4624","chr12",55743401,55743440,40,99,24,163
"4625","chr12",55759584,55759612,29,27,69,125
"4626","chr12",55771102,55771131,30,29,78,137
"4627","chr12",55829445,55829477,33,13,74,120
"4628","chr12",55845003,55845025,23,74,62,159
"4629","chr12",55859220,55859249,30,36,73,139
"4630","chr12",55864872,55864890,19,7,85,111
"4631","chr12",55878971,55878994,24,48,2,74
"4632","chr12",55881492,55881522,31,8,29,68
"4633","chr12",56006625,56006650,26,8,10,44
"4634","chr12",56052851,56052878,28,7,121,156
"4635","chr12",56054115,56054140,26,75,75,176
"4636","chr12",56151221,56151253,33,33,76,142
"4637","chr12",56152690,56152723,34,70,17,121
"4638","chr12",56203703,56203724,22,9,1,32
"4639","chr12",56211975,56211992,18,138,3,159
"4640","chr12",56251739,56251760,22,9,83,114
"4641","chr12",56257965,56257983,19,41,110,170
"4642","chr12",56258303,56258321,19,25,25,69
"4643","chr12",56263364,56263383,20,76,12,108
"4644","chr12",56290203,56290227,25,6,138,169
"4645","chr12",56309552,56309570,19,145,4,168
"4646","chr12",56345173,56345198,26,109,125,260
"4647","chr12",56429668,56429696,29,37,143,209
"4648","chr12",56448407,56448442,36,8,5,49
"4649","chr12",56488264,56488281,18,55,20,93
"4650","chr12",56491193,56491230,38,79,2,119
"4651","chr12",56502689,56502719,31,75,88,194
"4652","chr12",56538467,56538493,27,69,12,108
"4653","chr12",56634966,56634983,18,94,44,156
"4654","chr12",56681538,56681561,24,142,6,172
"4655","chr12",56685771,56685794,24,45,74,143
"4656","chr12",56700262,56700281,20,8,56,84
"4657","chr12",56726286,56726304,19,16,13,48
"4658","chr12",56727335,56727354,20,78,36,134
"4659","chr12",56778669,56778692,24,8,53,85
"4660","chr12",57023520,57023542,23,75,141,239
"4661","chr12",57075391,57075433,43,120,71,234
"4662","chr12",57077331,57077348,18,145,7,170
"4663","chr12",57088951,57088980,30,43,35,108
"4664","chr12",57182517,57182534,18,13,67,98
"4665","chr12",57302276,57302299,24,63,124,211
"4666","chr12",57364953,57364972,20,52,6,78
"4667","chr12",57441043,57441070,28,146,23,197
"4668","chr12",57487851,57487874,24,12,54,90
"4669","chr12",57522717,57522778,62,14,123,199
"4670","chr12",57672449,57672470,22,11,75,108
"4671","chr12",57729176,57729209,34,39,6,79
"4672","chr12",57737517,57737541,25,46,18,89
"4673","chr12",57755080,57755097,18,9,111,138
"4674","chr12",57846488,57846505,18,3,116,137
"4675","chr12",57885046,57885091,46,36,74,156
"4676","chr12",58438991,58439013,23,107,76,206
"4677","chr12",59458967,59458988,22,27,14,63
"4678","chr12",59526177,59526196,20,29,73,122
"4679","chr12",59614825,59614853,29,77,31,137
"4680","chr12",60084976,60084999,24,77,22,123
"4681","chr12",60556174,60556195,22,29,75,126
"4682","chr12",60869683,60869750,68,41,51,160
"4683","chr12",61851775,61851818,44,40,43,127
"4684","chr12",62059130,62059170,41,64,16,121
"4685","chr12",62072300,62072317,18,143,36,197
"4686","chr12",62072473,62072490,18,139,2,159
"4687","chr12",62793741,62793762,22,82,57,161
"4688","chr12",62819131,62819148,18,9,135,162
"4689","chr12",62838921,62838951,31,114,6,151
"4690","chr12",63141494,63141512,19,19,66,104
"4691","chr12",63591979,63592064,86,1,39,126
"4692","chr12",63594638,63594671,34,2,17,53
"4693","chr12",63738413,63738436,24,77,128,229
"4694","chr12",63821898,63821918,21,127,50,198
"4695","chr12",63883650,63883676,27,8,55,90
"4696","chr12",64152912,64152936,25,125,81,231
"4697","chr12",64155545,64155579,35,5,5,45
"4698","chr12",64379928,64379951,24,73,27,124
"4699","chr12",64404467,64404499,33,6,3,42
"4700","chr12",64404548,64404569,22,76,17,115
"4701","chr12",64404567,64404586,20,93,88,201
"4702","chr12",64454673,64454694,22,8,19,49
"4703","chr12",64454979,64455005,27,77,8,112
"4704","chr12",64648803,64648822,20,7,123,150
"4705","chr12",64749249,64749270,22,8,135,165
"4706","chr12",64759301,64759318,18,80,91,189
"4707","chr12",64824593,64824613,21,20,112,153
"4708","chr12",65121822,65121869,48,127,37,212
"4709","chr12",65122554,65122576,23,66,40,129
"4710","chr12",65148098,65148133,36,76,91,203
"4711","chr12",65278446,65278539,94,88,6,188
"4712","chr12",65278805,65278836,32,39,55,126
"4713","chr12",65337254,65337283,30,76,63,169
"4714","chr12",65633759,65633796,38,74,97,209
"4715","chr12",65739001,65739030,30,25,73,128
"4716","chr12",65740096,65740119,24,30,25,79
"4717","chr12",65741567,65741634,68,2,47,117
"4718","chr12",65824709,65824769,61,44,91,196
"4719","chr12",65824970,65824999,30,58,56,144
"4720","chr12",65825036,65825064,29,48,113,190
"4721","chr12",65875590,65875630,41,35,144,220
"4722","chr12",66173785,66173810,26,9,20,55
"4723","chr12",66220515,66220538,24,8,66,98
"4724","chr12",66303454,66303473,20,22,45,87
"4725","chr12",66377495,66377512,18,29,75,122
"4726","chr12",67069309,67069332,24,2,6,32
"4727","chr12",67069330,67069353,24,23,30,77
"4728","chr12",67297103,67297120,18,89,112,219
"4729","chr12",68161587,68161609,23,26,78,127
"4730","chr12",68273447,68273479,33,29,5,67
"4731","chr12",68570467,68570496,30,13,73,116
"4732","chr12",68769242,68769261,20,34,74,128
"4733","chr12",68840495,68840533,39,86,94,219
"4734","chr12",68897737,68897755,19,72,6,97
"4735","chr12",68931745,68931766,22,87,82,191
"4736","chr12",68931764,68931792,29,113,63,205
"4737","chr12",69239611,69239631,21,14,38,73
"4738","chr12",69477710,69477755,46,5,17,68
"4739","chr12",69588923,69588941,19,71,74,164
"4740","chr12",69632458,69632480,23,58,13,94
"4741","chr12",70116689,70116714,26,56,7,89
"4742","chr12",70169244,70169289,46,77,74,197
"4743","chr12",70242991,70243025,35,138,11,184
"4744","chr12",70366181,70366211,31,45,22,98
"4745","chr12",70366626,70366651,26,13,79,118
"4746","chr12",70920836,70920869,34,1,62,97
"4747","chr12",71480361,71480379,19,115,9,143
"4748","chr12",71497343,71497389,47,112,14,173
"4749","chr12",71663476,71663493,18,32,100,150
"4750","chr12",71681647,71681686,40,13,99,152
"4751","chr12",71681723,71681745,23,72,23,118
"4752","chr12",71864486,71864525,40,45,27,112
"4753","chr12",74113125,74113149,25,82,133,240
"4754","chr12",75138980,75139006,27,114,75,216
"4755","chr12",75778584,75778611,28,144,70,242
"4756","chr12",75952203,75952221,19,5,19,43
"4757","chr12",76027762,76027780,19,137,6,162
"4758","chr12",76541857,76541881,25,139,73,237
"4759","chr12",76677158,76677182,25,8,101,134
"4760","chr12",76731465,76731496,32,8,11,51
"4761","chr12",76763529,76763562,34,97,3,134
"4762","chr12",76923532,76923551,20,78,138,236
"4763","chr12",77065844,77065870,27,63,71,161
"4764","chr12",77622535,77622560,26,29,69,124
"4765","chr12",79245303,79245325,23,77,34,134
"4766","chr12",79249089,79249115,27,69,51,147
"4767","chr12",79307615,79307632,18,49,99,166
"4768","chr12",79613932,79613980,49,28,78,155
"4769","chr12",79613980,79614027,48,75,30,153
"4770","chr12",79691010,79691050,41,1,53,95
"4771","chr12",79694318,79694344,27,29,75,131
"4772","chr12",79762855,79762879,25,37,73,135
"4773","chr12",79909728,79909746,19,34,80,133
"4774","chr12",79909789,79909815,27,32,19,78
"4775","chr12",80578385,80578408,24,8,9,41
"4776","chr12",81145068,81145089,22,29,75,126
"4777","chr12",81759346,81759379,34,82,33,149
"4778","chr12",81946662,81946681,20,4,6,30
"4779","chr12",82337632,82337649,18,148,19,185
"4780","chr12",82686970,82686999,30,71,8,109
"4781","chr12",82722567,82722592,26,145,6,177
"4782","chr12",82735970,82736003,34,117,77,228
"4783","chr12",84460500,84460517,18,37,75,130
"4784","chr12",85116139,85116161,23,77,71,171
"4785","chr12",85818957,85818980,24,111,8,143
"4786","chr12",85859507,85859528,22,114,37,173
"4787","chr12",86212725,86212742,18,77,35,130
"4788","chr12",86782172,86782199,28,8,63,99
"4789","chr12",89360438,89360461,24,77,25,126
"4790","chr12",90393576,90393626,51,75,32,158
"4791","chr12",90712102,90712120,19,28,69,116
"4792","chr12",91792258,91792283,26,127,70,223
"4793","chr12",92653295,92653314,20,42,6,68
"4794","chr12",92922960,92922997,38,79,72,189
"4795","chr12",93182951,93182982,32,7,8,47
"4796","chr12",93286948,93286971,24,13,6,43
"4797","chr12",93300111,93300128,18,12,70,100
"4798","chr12",93378291,93378310,20,9,17,46
"4799","chr12",93378533,93378577,45,42,18,105
"4800","chr12",93537648,93537669,22,27,78,127
"4801","chr12",93571520,93571564,45,121,143,309
"4802","chr12",94014104,94014127,24,72,147,243
"4803","chr12",94014606,94014624,19,8,133,160
"4804","chr12",94436827,94436878,52,7,78,137
"4805","chr12",94553162,94553184,23,35,75,133
"4806","chr12",94562514,94562543,30,76,49,155
"4807","chr12",94716514,94716544,31,74,84,189
"4808","chr12",94804521,94804546,26,11,74,111
"4809","chr12",94902715,94902736,22,134,5,161
"4810","chr12",94929355,94929375,21,137,71,229
"4811","chr12",95023129,95023159,31,146,18,195
"4812","chr12",95285086,95285108,23,98,74,195
"4813","chr12",95347548,95347570,23,73,10,106
"4814","chr12",95355466,95355491,26,146,73,245
"4815","chr12",95376646,95376665,20,27,143,190
"4816","chr12",95410067,95410092,26,133,6,165
"4817","chr12",95463687,95463706,20,45,116,181
"4818","chr12",95522779,95522800,22,65,73,160
"4819","chr12",95563818,95563848,31,145,27,203
"4820","chr12",95568615,95568643,29,69,94,192
"4821","chr12",95638795,95638820,26,62,6,94
"4822","chr12",95895755,95895776,22,148,72,242
"4823","chr12",95971751,95971770,20,34,4,58
"4824","chr12",96132733,96132764,32,23,33,88
"4825","chr12",96152649,96152704,56,8,22,86
"4826","chr12",96228417,96228444,28,92,75,195
"4827","chr12",96284463,96284484,22,4,72,98
"4828","chr12",96400596,96400639,44,1,13,58
"4829","chr12",96539067,96539090,24,20,135,179
"4830","chr12",96738609,96738629,21,127,18,166
"4831","chr12",96850217,96850238,22,145,33,200
"4832","chr12",96978486,96978513,28,8,139,175
"4833","chr12",97463062,97463108,47,14,72,133
"4834","chr12",98457029,98457056,28,58,34,120
"4835","chr12",98508634,98508660,27,77,61,165
"4836","chr12",98600402,98600429,28,7,143,178
"4837","chr12",98619874,98619895,22,17,43,82
"4838","chr12",98619913,98619936,24,58,4,86
"4839","chr12",98620094,98620113,20,48,85,153
"4840","chr12",98830941,98830965,25,8,10,43
"4841","chr12",98894985,98895009,25,41,16,82
"4842","chr12",99959055,99959073,19,71,49,139
"4843","chr12",100030102,100030124,23,8,132,163
"4844","chr12",100203646,100203668,23,76,103,202
"4845","chr12",100295764,100295801,38,35,49,122
"4846","chr12",100979896,100979913,18,29,74,121
"4847","chr12",101531816,101531837,22,76,119,217
"4848","chr12",101811639,101811656,18,76,108,202
"4849","chr12",101874016,101874052,37,8,5,50
"4850","chr12",101876725,101876757,33,4,146,183
"4851","chr12",102184047,102184066,20,89,34,143
"4852","chr12",102958374,102958430,57,33,56,146
"4853","chr12",103790695,103790718,24,20,135,179
"4854","chr12",103957893,103958056,164,135,17,316
"4855","chr12",104070802,104070822,21,76,136,233
"4856","chr12",104266525,104266544,20,10,75,105
"4857","chr12",104266963,104267000,38,61,5,104
"4858","chr12",104408936,104408979,44,28,40,112
"4859","chr12",104457039,104457070,32,93,14,139
"4860","chr12",104457786,104457818,33,4,50,87
"4861","chr12",104497910,104497934,25,73,23,121
"4862","chr12",104587757,104587795,39,64,86,189
"4863","chr12",104789462,104789486,25,8,113,146
"4864","chr12",105032175,105032195,21,8,33,62
"4865","chr12",105084231,105084253,23,14,75,112
"4866","chr12",105331592,105331624,33,89,41,163
"4867","chr12",105362385,105362409,25,37,7,69
"4868","chr12",105387739,105387759,21,28,137,186
"4869","chr12",105977039,105977058,20,79,9,108
"4870","chr12",106139196,106139217,22,21,71,114
"4871","chr12",106247570,106247601,32,14,19,65
"4872","chr12",106248274,106248310,37,9,31,77
"4873","chr12",106315006,106315023,18,83,40,141
"4874","chr12",106318887,106318922,36,69,66,171
"4875","chr12",106477892,106477921,30,75,45,150
"4876","chr12",106718955,106718972,18,145,27,190
"4877","chr12",106746356,106746375,20,70,56,146
"4878","chr12",107009564,107009602,39,122,49,210
"4879","chr12",107070868,107070885,18,37,75,130
"4880","chr12",107154745,107154769,25,4,21,50
"4881","chr12",107179395,107179419,25,49,6,80
"4882","chr12",107286978,107286998,21,9,75,105
"4883","chr12",107375423,107375466,44,46,69,159
"4884","chr12",108166699,108166820,122,36,29,187
"4885","chr12",108632390,108632428,39,22,25,86
"4886","chr12",108689033,108689050,18,77,31,126
"4887","chr12",108762245,108762315,71,1,11,83
"4888","chr12",108857600,108857623,24,2,112,138
"4889","chr12",108881957,108882000,44,107,94,245
"4890","chr12",109052622,109052639,18,43,35,96
"4891","chr12",109097059,109097077,19,98,41,158
"4892","chr12",109244756,109244774,19,4,79,102
"4893","chr12",109244777,109244805,29,35,58,122
"4894","chr12",109244799,109244826,28,56,36,120
"4895","chr12",109309939,109309994,56,64,20,140
"4896","chr12",109312382,109312415,34,35,73,142
"4897","chr12",109353394,109353419,26,131,6,163
"4898","chr12",109406468,109406500,33,77,4,114
"4899","chr12",109412954,109412982,29,64,142,235
"4900","chr12",109418542,109418566,25,13,49,87
"4901","chr12",109557552,109557570,19,1,29,49
"4902","chr12",109604832,109604859,28,115,8,151
"4903","chr12",109633551,109633588,38,5,21,64
"4904","chr12",109682122,109682142,21,19,132,172
"4905","chr12",109714197,109714230,34,31,47,112
"4906","chr12",109820517,109820541,25,10,26,61
"4907","chr12",109915443,109915466,24,20,122,166
"4908","chr12",109988849,109988871,23,22,78,123
"4909","chr12",109997205,109997229,25,145,11,181
"4910","chr12",110000756,110000774,19,7,32,58
"4911","chr12",110069441,110069464,24,48,41,113
"4912","chr12",110098056,110098073,18,126,10,154
"4913","chr12",110124175,110124284,110,40,140,290
"4914","chr12",110174278,110174307,30,145,74,249
"4915","chr12",110265625,110265665,41,108,20,169
"4916","chr12",110293368,110293388,21,20,145,186
"4917","chr12",110293386,110293412,27,44,127,198
"4918","chr12",110380651,110380668,18,143,74,235
"4919","chr12",110393868,110393889,22,146,73,241
"4920","chr12",110414655,110414718,64,15,16,95
"4921","chr12",110430928,110430958,31,19,6,56
"4922","chr12",110519410,110519448,39,8,139,186
"4923","chr12",110521556,110521574,19,9,43,71
"4924","chr12",110574943,110574961,19,26,146,191
"4925","chr12",110582935,110582954,20,8,8,36
"4926","chr12",110583283,110583300,18,116,82,216
"4927","chr12",110608457,110608479,23,133,72,228
"4928","chr12",110689169,110689211,43,39,45,127
"4929","chr12",110747127,110747144,18,22,7,47
"4930","chr12",110828150,110828326,177,44,51,272
"4931","chr12",110828186,110828354,169,72,15,256
"4932","chr12",110829935,110829959,25,77,25,127
"4933","chr12",110836364,110836401,38,91,75,204
"4934","chr12",110895108,110895129,22,6,49,77
"4935","chr12",110917491,110917521,31,90,60,181
"4936","chr12",110984090,110984110,21,78,106,205
"4937","chr12",111033971,111034003,33,43,54,130
"4938","chr12",111034713,111034756,44,14,18,76
"4939","chr12",111034861,111034894,34,15,50,99
"4940","chr12",111035956,111035978,23,75,25,123
"4941","chr12",111042074,111042092,19,32,68,119
"4942","chr12",111205142,111205160,19,114,93,226
"4943","chr12",111362902,111363018,117,1,44,162
"4944","chr12",111415923,111415959,37,76,144,257
"4945","chr12",111429016,111429070,55,78,2,135
"4946","chr12",111465768,111465792,25,55,8,88
"4947","chr12",111545563,111545585,23,52,39,114
"4948","chr12",111586389,111586412,24,85,75,184
"4949","chr12",111598950,111599019,70,9,9,88
"4950","chr12",111600936,111600962,27,93,9,129
"4951","chr12",111678250,111678269,20,40,45,105
"4952","chr12",111697585,111697602,18,76,18,112
"4953","chr12",111802412,111802431,20,145,74,239
"4954","chr12",111842282,111842305,24,51,73,148
"4955","chr12",111859628,111859664,37,5,81,123
"4956","chr12",111894038,111894058,21,6,123,150
"4957","chr12",111942247,111942286,40,72,136,248
"4958","chr12",111968993,111969037,45,12,6,63
"4959","chr12",112045487,112045508,22,8,12,42
"4960","chr12",112104835,112104869,35,145,75,255
"4961","chr12",112128016,112128038,23,22,3,48
"4962","chr12",112187623,112187644,22,8,60,90
"4963","chr12",112294946,112294963,18,35,116,169
"4964","chr12",112313482,112313505,24,8,143,175
"4965","chr12",112331065,112331090,26,78,88,192
"4966","chr12",112355288,112355308,21,74,131,226
"4967","chr12",112381474,112381492,19,16,143,178
"4968","chr12",112382088,112382118,31,98,84,213
"4969","chr12",112382328,112382360,33,4,128,165
"4970","chr12",112399255,112399321,67,61,5,133
"4971","chr12",112401515,112401561,47,14,1,62
"4972","chr12",112410002,112410024,23,146,15,184
"4973","chr12",112413585,112413613,29,17,27,73
"4974","chr12",112440564,112440591,28,76,117,221
"4975","chr12",112440950,112440981,32,7,65,104
"4976","chr12",112455233,112455253,21,76,32,129
"4977","chr12",112480367,112480384,18,76,99,193
"4978","chr12",113056911,113056931,21,105,20,146
"4979","chr12",113079695,113079737,43,34,143,220
"4980","chr12",113205903,113205924,22,137,60,219
"4981","chr12",113245601,113245631,31,7,6,44
"4982","chr12",113282088,113282108,21,76,143,240
"4983","chr12",113339469,113339492,24,81,4,109
"4984","chr12",113358372,113358392,21,22,69,112
"4985","chr12",113358645,113358683,39,100,5,144
"4986","chr12",113386171,113386190,20,60,25,105
"4987","chr12",113386186,113386203,18,6,10,34
"4988","chr12",113476943,113477164,222,14,53,289
"4989","chr12",113479867,113479890,24,109,113,246
"4990","chr12",113787893,113788358,466,38,70,574
"4991","chr12",113799245,113799264,20,76,85,181
"4992","chr12",114207631,114207675,45,126,68,239
"4993","chr12",114403266,114403303,38,1,46,85
"4994","chr12",114474468,114474490,23,8,143,174
"4995","chr12",114480236,114480256,21,131,134,286
